Entity,Code,Day,Delta
Sweden,SWE,2020-08-31,0
Sweden,SWE,2020-09-14,0
Sweden,SWE,2020-09-28,0
Sweden,SWE,2020-10-12,0
Sweden,SWE,2020-10-26,0
Sweden,SWE,2020-11-09,0
Sweden,SWE,2020-11-23,0.94
Sweden,SWE,2020-12-07,0
Sweden,SWE,2020-12-21,0
Sweden,SWE,2021-01-04,0
Sweden,SWE,2021-01-11,0
Sweden,SWE,2021-01-25,0
Sweden,SWE,2021-02-08,0
Sweden,SWE,2021-02-22,0
Sweden,SWE,2021-03-08,0
Sweden,SWE,2021-03-22,0
Sweden,SWE,2021-04-05,0.02
Sweden,SWE,2021-04-19,0.12
Sweden,SWE,2021-05-03,0.21
Sweden,SWE,2021-05-17,0.53
Sweden,SWE,2021-05-31,2.05
Sweden,SWE,2021-06-14,21.9
Sweden,SWE,2021-06-28,36.81
Sweden,SWE,2021-07-12,69.85
Sweden,SWE,2021-07-26,94.65
Sweden,SWE,2021-08-09,99.19
Sweden,SWE,2021-08-23,99.86
Sweden,SWE,2021-09-06,99.95
Sweden,SWE,2021-09-20,100
Switzerland,CHE,2020-05-11,0
Switzerland,CHE,2020-07-06,0
Switzerland,CHE,2020-07-20,0
Switzerland,CHE,2020-08-03,0
Switzerland,CHE,2020-08-17,0
Switzerland,CHE,2020-08-31,0
Switzerland,CHE,2020-09-14,0
Switzerland,CHE,2020-09-28,0
Switzerland,CHE,2020-10-12,0
Switzerland,CHE,2020-10-26,0
Switzerland,CHE,2020-11-09,0
Switzerland,CHE,2020-11-23,0
Switzerland,CHE,2020-12-07,0
Switzerland,CHE,2020-12-21,0
Switzerland,CHE,2021-01-04,0
Switzerland,CHE,2021-01-11,0.06
Switzerland,CHE,2021-01-25,0
Switzerland,CHE,2021-02-08,0
Switzerland,CHE,2021-02-22,0.05
Switzerland,CHE,2021-03-08,0
Switzerland,CHE,2021-03-22,0
Switzerland,CHE,2021-04-05,0
Switzerland,CHE,2021-04-19,0.22
Switzerland,CHE,2021-05-03,0.82
Switzerland,CHE,2021-05-17,0.87
Switzerland,CHE,2021-05-31,2.58
Switzerland,CHE,2021-06-14,11.29
Switzerland,CHE,2021-06-28,28.39
Switzerland,CHE,2021-07-12,79.07
Switzerland,CHE,2021-07-26,95.97
Switzerland,CHE,2021-08-09,97.42
Switzerland,CHE,2021-08-23,99.6
Switzerland,CHE,2021-09-06,99.87
Switzerland,CHE,2021-09-20,99.86
Thailand,THA,2020-12-21,0
Thailand,THA,2021-01-04,0
Thailand,THA,2021-01-11,0
Thailand,THA,2021-01-25,0
Thailand,THA,2021-02-08,0
Thailand,THA,2021-02-22,0
Thailand,THA,2021-03-22,0
Thailand,THA,2021-04-19,0
Thailand,THA,2021-05-03,1.08
Thailand,THA,2021-05-17,9.83
Thailand,THA,2021-05-31,10.96
Thailand,THA,2021-06-14,35.85
Thailand,THA,2021-06-28,51.72
Thailand,THA,2021-07-12,77.22
Thailand,THA,2021-07-26,68.66
Thailand,THA,2021-08-09,76.19
Thailand,THA,2021-08-23,73.37
Togo,TGO,2021-02-08,0
Togo,TGO,2021-02-22,0
Togo,TGO,2021-03-08,0
Togo,TGO,2021-08-09,100
Trinidad and Tobago,TTO,2021-04-19,0
Trinidad and Tobago,TTO,2021-05-03,0
Trinidad and Tobago,TTO,2021-05-17,0
Trinidad and Tobago,TTO,2021-08-09,4.08
Turkey,TUR,2020-05-11,0
Turkey,TUR,2020-05-25,0
Turkey,TUR,2020-06-08,0
Turkey,TUR,2020-11-23,0
Turkey,TUR,2021-01-04,0
Turkey,TUR,2021-01-25,0
Turkey,TUR,2021-02-08,0
Turkey,TUR,2021-02-22,0
Turkey,TUR,2021-03-08,0
Turkey,TUR,2021-03-22,34.08
Turkey,TUR,2021-04-05,0
Turkey,TUR,2021-05-03,0
Turkey,TUR,2021-05-17,0.34
Turkey,TUR,2021-05-31,2.07
Turkey,TUR,2021-06-14,18.52
Turkey,TUR,2021-06-28,50.13
Turkey,TUR,2021-07-12,96.32
Turkey,TUR,2021-07-26,32.62
Turkey,TUR,2021-08-09,45.95
Turkey,TUR,2021-08-23,84.28
Turkey,TUR,2021-09-06,99.91
Turkey,TUR,2021-09-20,100
Uganda,UGA,2020-08-17,0
Uganda,UGA,2020-09-14,0
Uganda,UGA,2020-12-21,0
Uganda,UGA,2021-01-04,0
Uganda,UGA,2021-06-14,96.34
Uganda,UGA,2021-06-28,94.23
Ukraine,UKR,2021-01-04,0
Ukraine,UKR,2021-03-22,0
United Kingdom,GBR,2020-05-11,0
United Kingdom,GBR,2020-05-25,0
United Kingdom,GBR,2020-06-08,0
United Kingdom,GBR,2020-06-22,0
United Kingdom,GBR,2020-07-06,0
United Kingdom,GBR,2020-07-20,0
United Kingdom,GBR,2020-08-03,0
United Kingdom,GBR,2020-08-17,0
United Kingdom,GBR,2020-08-31,0
United Kingdom,GBR,2020-09-14,0
United Kingdom,GBR,2020-09-28,0
United Kingdom,GBR,2020-10-12,0
United Kingdom,GBR,2020-10-26,0
United Kingdom,GBR,2020-11-09,0.01
United Kingdom,GBR,2020-11-23,0.01
United Kingdom,GBR,2020-12-07,0
United Kingdom,GBR,2020-12-21,0
United Kingdom,GBR,2021-01-04,0.01
United Kingdom,GBR,2021-01-11,0
United Kingdom,GBR,2021-01-25,0.01
United Kingdom,GBR,2021-02-08,0.02
United Kingdom,GBR,2021-02-22,0.01
United Kingdom,GBR,2021-03-08,0.01
United Kingdom,GBR,2021-03-22,0.01
United Kingdom,GBR,2021-04-05,0.09
United Kingdom,GBR,2021-04-19,1.6
United Kingdom,GBR,2021-05-03,9.15
United Kingdom,GBR,2021-05-17,33.61
United Kingdom,GBR,2021-05-31,73.25
United Kingdom,GBR,2021-06-14,90.34
United Kingdom,GBR,2021-06-28,98.1
United Kingdom,GBR,2021-07-12,99.28
United Kingdom,GBR,2021-07-26,99.68
United Kingdom,GBR,2021-08-09,99.73
United Kingdom,GBR,2021-08-23,99.95
United Kingdom,GBR,2021-09-06,99.94
United Kingdom,GBR,2021-09-20,99.99
United States,USA,2020-05-11,0
United States,USA,2020-05-25,0
United States,USA,2020-06-08,0
United States,USA,2020-06-22,0
United States,USA,2020-07-06,0
United States,USA,2020-07-20,0
United States,USA,2020-08-03,0
United States,USA,2020-08-17,0
United States,USA,2020-08-31,0
United States,USA,2020-09-14,0
United States,USA,2020-09-28,0
United States,USA,2020-10-12,0
United States,USA,2020-10-26,0
United States,USA,2020-11-09,0
United States,USA,2020-11-23,0.01
United States,USA,2020-12-07,0
United States,USA,2020-12-21,0.01
United States,USA,2021-01-04,0
United States,USA,2021-01-11,0.02
United States,USA,2021-01-25,0
United States,USA,2021-02-08,0.01
United States,USA,2021-02-22,0.01
United States,USA,2021-03-08,0.01
United States,USA,2021-03-22,0.01
United States,USA,2021-04-05,0.05
United States,USA,2021-04-19,0.3
United States,USA,2021-05-03,1.22
United States,USA,2021-05-17,2.45
United States,USA,2021-05-31,6.79
United States,USA,2021-06-14,24.19
United States,USA,2021-06-28,53.78
United States,USA,2021-07-12,80.88
United States,USA,2021-07-26,93.32
United States,USA,2021-08-09,97.32
United States,USA,2021-08-23,99.08
United States,USA,2021-09-06,99.56
United States,USA,2021-09-20,99.67
Uruguay,URY,2021-01-25,0
Uruguay,URY,2021-02-08,0
Uruguay,URY,2021-02-22,0
Uruguay,URY,2021-03-08,0
Uruguay,URY,2021-03-22,0
Uruguay,URY,2021-04-05,0
Uruguay,URY,2021-04-19,0
Zambia,ZMB,2020-07-20,0
Zambia,ZMB,2020-08-03,0
Zambia,ZMB,2020-08-17,0
Zambia,ZMB,2020-08-31,0
Zambia,ZMB,2021-02-08,0
Zambia,ZMB,2021-02-22,0
Zambia,ZMB,2021-05-31,100
Zimbabwe,ZWE,2020-05-11,0
Zimbabwe,ZWE,2020-06-08,0
Zimbabwe,ZWE,2021-01-04,0
Zimbabwe,ZWE,2021-01-11,0
Zimbabwe,ZWE,2021-01-25,0
Zimbabwe,ZWE,2021-02-08,0
Zimbabwe,ZWE,2021-07-12,100
Zimbabwe,ZWE,2021-07-26,100
